State,Assembly,Candidate,Party,Votes
Andhra Pradesh,Mahbubnagar,IBRAHIM SYED,Independent,4549
Andhra Pradesh,Mahbubnagar,DR. CHANDRA SEKHAR. A,Independent,4033
Andhra Pradesh,Mahbubnagar,S. SHIVA SHANKAR,Independent,3252
Andhra Pradesh,Mahbubnagar,None of the Above,None of the Above,9037
Andhra Pradesh,Malkajgiri,CH.MALLA REDDY,Telugu Desam,523336
Andhra Pradesh,Malkajgiri,HANUMANTH RAO MYNAMPALLY,Telangana Rashtra Samithi,494965
Andhra Pradesh,Malkajgiri,SARVEY SATHYANARAYANA,Indian National Congress,233711
Andhra Pradesh,Malkajgiri,DR.JAYAPRAKASH NARAYAN .N,Lok Satta Party,158243
Andhra Pradesh,Malkajgiri,V.DINESH REDDY,Yuvajana Sramika Rythu Congress Party,115170
Andhra Pradesh,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,All India Majlis-E-Ittehadul Muslimeen,18543
Andhra Pradesh,Malkajgiri,PROF. K.NAGESHWAR,Independent,13236
Andhra Pradesh,Malkajgiri,DR.N.V.SUDHA KIRAN,Aam Aadmi Party,8291
Andhra Pradesh,Malkajgiri,JAJULA BHASKAR,Shramajeevi Party,8003
Andhra Pradesh,Malkajgiri,KARUNAKAR.R,Bahujan Samaj Party,6133
Andhra Pradesh,Malkajgiri,D.BIKSHAPATHI,Independent,5717
Andhra Pradesh,Malkajgiri,BANDI SUDHAKAR,Jai Samaikyandhra Party,4094
Andhra Pradesh,Malkajgiri,ANJANEYULU.E,Independent,2677
Andhra Pradesh,Malkajgiri,KANTE SAYANNA,Independent,2262
Andhra Pradesh,Malkajgiri,SURAKANTI VENKAT REDDY,Pyramid Party of India,2049
Andhra Pradesh,Malkajgiri,DASARI BHARATH REDDY,Independent,1696
Andhra Pradesh,Malkajgiri,KOYALKAR BHOJ RAJ,Independent,1546
Andhra Pradesh,Malkajgiri,GAJABINKAR BANSILAL,Independent,1416
Andhra Pradesh,Malkajgiri,MURARI.T.N,Shivsena,1390
Andhra Pradesh,Malkajgiri,PEESARI SATISH REDDY,Independent,1325
Andhra Pradesh,Malkajgiri,M.NAGESWARA RAO,Independent,1301
Andhra Pradesh,Malkajgiri,VATTIKUTI RAMARAO GOUD,Independent,1032
Andhra Pradesh,Malkajgiri,M.T.VARUGHESE,Independent,1026
Andhra Pradesh,Malkajgiri,RAHUL PANDIT,Independent,899
Andhra Pradesh,Malkajgiri,PADURI SRINIVAS REDDY,Telangana Loksatta Party,803
Andhra Pradesh,Malkajgiri,B.VEERA HANUMANTHA REDDY,Independent,775
Andhra Pradesh,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,B.C.Bharata Desam Party,597
Andhra Pradesh,Malkajgiri,SUTHARAPU PADMAIAH,Andhra Pradesh Rashtra Samaikya Samithi Party,538
Andhra Pradesh,Malkajgiri,POLISETTY KRISHNA RAO,Independent,496
Andhra Pradesh,Malkajgiri,POTTURI TULASI DAS,Independent,411
Andhra Pradesh,Malkajgiri,None of the Above,None of the Above,8716
Andhra Pradesh,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,Telangana Rashtra Samithi,657492
Andhra Pradesh,Medak,DR.P. SHRAVAN KUMAR REDDY,Indian National Congress,260463
Andhra Pradesh,Medak,CHAGANLA NARENDRA NATH,Bharatiya Janata Party,181804
Andhra Pradesh,Medak,KUNDETI. RAVI.,Independent,33507
Andhra Pradesh,Medak,"PRABHUGOUD, PULLAIAHGARI",Yuvajana Sramika Rythu Congress Party,11752
Andhra Pradesh,Medak,KOMPELLI PRABHUDAS,Republican Party of India (A),7599
Andhra Pradesh,Medak,Y. SHANKAR GOUD,Bahujan Samaj Party,6643
Andhra Pradesh,Medak,IQBAL ALI ZAFAR,Majlis Bachao Tahreek,5010
Andhra Pradesh,Medak,MEKA. SUBBA RAO,Independent,4441
Andhra Pradesh,Medak,BOMMA BALESHAM,Pyramid Party of India,3297
Andhra Pradesh,Medak,GAJABINKAR BANSILAL,Independent,3281
Andhra Pradesh,Medak,BALARAJU MITTAPALLY,Independent,2973
Andhra Pradesh,Medak,GURJADA BHEERAIAH YADAV,Independent,2053
Andhra Pradesh,Medak,None of the Above,None of the Above,10781
Andhra Pradesh,Nagarkurnool,YELLAIAH NANDI,Indian National Congress,420075
Andhra Pradesh,Nagarkurnool,DR. MANDA JAGANNATH,Telangana Rashtra Samithi,403399
Andhra Pradesh,Nagarkurnool,BAKKANI NARSIMLU,Telugu Desam,183352
Andhra Pradesh,Nagarkurnool,BUDDULA SRINIVAS,Independent,54680
Andhra Pradesh,Nagarkurnool,MAREDU GOPAL,Yuvajana Sramika Rythu Congress Party,22985
Andhra Pradesh,Nagarkurnool,BAHADHUR SRINIVAS,Bahujan Samaj Party,12089
Andhra Pradesh,Nagarkurnool,None of the Above,None of the Above,12388
Andhra Pradesh,Nalgonda,GUTHA SUKHENDER REDDY,Indian National Congress,472093
Andhra Pradesh,Nalgonda,TERA CHINNAPA REDDY,Telugu Desam,278937
Andhra Pradesh,Nalgonda,DR. PALLA RAJESHWAR REDDY,Telangana Rashtra Samithi,260677
Andhra Pradesh,Nalgonda,MARRI NEHEMIAH,Independent,56259
Andhra Pradesh,Nalgonda,NANDYALA NARSIMHA REDDY,Communist Party of India (Marxist),54423
Andhra Pradesh,Nalgonda,GUNNAM NAGI REDDY,Yuvajana Sramika Rythu Congress Party,39385
Andhra Pradesh,Nalgonda,KUNDARAPU RAMESH,Bahujan Samaj Party,11517
Andhra Pradesh,Nalgonda,MANUPURI DAYA SAGAR,Pyramid Party of India,4495
Andhra Pradesh,Nalgonda,TEJAVATH BELLAIAH NAIK,Aam Aadmi Party,2308
Andhra Pradesh,Nalgonda,None of the Above,None of the Above,9305
Andhra Pradesh,Nandyal,S.P.Y REDDY,Yuvajana Sramika Rythu Congress Party,622411
Andhra Pradesh,Nandyal,N.MD.FAROOK,Telugu Desam,516645
Andhra Pradesh,Nandyal,B.Y.RAMAIAH,Indian National Congress,16378
Andhra Pradesh,Nandyal,OBULESU THUDUM,Bahujan Samaj Party,11784
Andhra Pradesh,Nandyal,NOSSAM MALLIKARJUNA REDDY,Jai Samaikyandhra Party,7189
Andhra Pradesh,Nandyal,P.V.N. REDDY,All India Majlis-E-Ittehadul Muslimeen,5598
Andhra Pradesh,Nandyal,M RAMANA REDDY,Independent,5400
Andhra Pradesh,Nandyal,K.P.KAMBAGIRI SWAMI,Independent,2708
Andhra Pradesh,Nandyal,ULLAGI DAVID JAYA KUMAR,Aam Aadmi Party,2499
Andhra Pradesh,Nandyal,VANGALA SREENIVASA REDDY,Independent,2437
Andhra Pradesh,Nandyal,GADDALA BALASWAMY,Independent,1495
Andhra Pradesh,Nandyal,PIDISELA VIJAY KUMAR,Independent,1325
Andhra Pradesh,Nandyal,I.V PAKKIRA REDDY,Independent,1036
Andhra Pradesh,Nandyal,P.NARENDRA DEV,Independent,936
Andhra Pradesh,Nandyal,None of the Above,None of the Above,7115
Andhra Pradesh,Narasaraopet,SAMBASIVA RAO RAYAPATI,Telugu Desam,632464
Andhra Pradesh,Narasaraopet,AYODHYA RAMIREDDY ALLA,Yuvajana Sramika Rythu Congress Party,597184
Andhra Pradesh,Narasaraopet,KONDAPALLI VENKATESWARLU,Indian National Congress,22943
Andhra Pradesh,Narasaraopet,AKKI REDDY BHIMANADULA,Pyramid Party of India,7032
Andhra Pradesh,Narasaraopet,YELURI SRILATHA,Jai Samaikyandhra Party,5142
Andhra Pradesh,Narasaraopet,MEKALA HANUMANTHA RAO YADAV,Bahujan Samaj Party,4911
Andhra Pradesh,Narasaraopet,ROSAIAH SIVAPARAPU,Marxist Communist Party of India (United),1877
Andhra Pradesh,Narasaraopet,KANUMURI KOTESWARA RAO,Independent,1404
Andhra Pradesh,Narasaraopet,PARUVURI RAMESH,Independent,1118
Andhra Pradesh,Narasaraopet,RAVU SUBRAHMANYAM,Independent,1025
Andhra Pradesh,Narasaraopet,JANGALA SINGARAIAH YADAV,Independent,973
Andhra Pradesh,Narasaraopet,None of the Above,None of the Above,5985
Andhra Pradesh,Narsapuram,GOKARAJU GANGA RAJU,Bharatiya Janata Party,540306
Andhra Pradesh,Narsapuram,VANKA RAVINDRANATH,Yuvajana Sramika Rythu Congress Party,454955
Andhra Pradesh,Narsapuram,KANUMURU BAPI RAJU,Indian National Congress,27083
Andhra Pradesh,Narsapuram,GITADAS DAS,Prem Janata Dal,23270
Andhra Pradesh,Narsapuram,CHINTAPALLI KANAKA RAO,Bahujan Samaj Party,8489
Andhra Pradesh,Narsapuram,SAROJA POLASAPALLI,Jai Samaikyandhra Party,6840
Andhra Pradesh,Narsapuram,NALLI RAJESH,Republican Paksha (Khoripa),6708
Andhra Pradesh,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,Pyramid Party of India,4232
Andhra Pradesh,Narsapuram,SHIVAJI GOTTUMUKKALA,Independent,2286
Andhra Pradesh,Narsapuram,BADAMPUDI SIVA,Independent,1605
Andhra Pradesh,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,Independent,1344
Andhra Pradesh,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,Independent,1298
Andhra Pradesh,Narsapuram,VANGALAPUDI YASHYAA,Independent,1281
Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,Independent,1250
Andhra Pradesh,Narsapuram,None of the Above,None of the Above,8004
Andhra Pradesh,Nellore,MEKAPATI RAJAMOHAN REDDY,Yuvajana Sramika Rythu Congress Party,576396
Andhra Pradesh,Nellore,ADALA PRABHAKARA REDDY,Telugu Desam,562918
Andhra Pradesh,Nellore,NARAYANA REDDY VAKATI,Indian National Congress,22870
Andhra Pradesh,Nellore,SYED HANEEF,Jai Samaikyandhra Party,5578
Andhra Pradesh,Nellore,CHANDRA SEKHAR YADAV,Rajyadhikara Party,4112
Andhra Pradesh,Nellore,PATTAPU RAVI,Bahujan Samaj Party,3299
Andhra Pradesh,Nellore,CHEMIKALA TIRUPATI,Andhra Rastra Praja Samithi,1424
Andhra Pradesh,Nellore,KOLATI GOPINATH,Pyramid Party of India,999
Andhra Pradesh,Nellore,MALYADRI RAVULAKOLLU,Independent,875
Andhra Pradesh,Nellore,MEDA MALLA REDDY,Independent,820
Andhra Pradesh,Nellore,ANANDA RAO SOMPALLI,Independent,760
Andhra Pradesh,Nellore,PANDHITI SUBBAIAH,Independent,736
Andhra Pradesh,Nellore,MALLI VENKATESWARLU,Independent,686
Andhra Pradesh,Nellore,NAVEEN SUKPALLI,Independent,626
Andhra Pradesh,Nellore,None of the Above,None of the Above,5549
Andhra Pradesh,Nizamabad,KALVAKUNTLA KAVITHA,Telangana Rashtra Samithi,439307
Andhra Pradesh,Nizamabad,MADHU YASKHI GOUD,Indian National Congress,272123
Andhra Pradesh,Nizamabad,ENDALA LAKSHMINARAYANA,Bharatiya Janata Party,225333
Andhra Pradesh,Nizamabad,MALIK MOHTASIM KHAN,Welfare Party Of India,43814
Andhra Pradesh,Nizamabad,BAGWAN B,Independent,8129
Andhra Pradesh,Nizamabad,TALARI RAMULU,Bahujan Samaj Party,7421
Andhra Pradesh,Nizamabad,ABDUL GANI,B. C. United Front,4791
Andhra Pradesh,Nizamabad,KANDEM PRABHAKAR,Independent,3990
Andhra Pradesh,Nizamabad,BANJA VEERAPPA,Pyramid Party of India,3651
Andhra Pradesh,Nizamabad,SINGAREDDY RAVINDRA REDDY,Yuvajana Sramika Rythu Congress Party,3529
Andhra Pradesh,Nizamabad,CHIRULINGADRULA VENKATESHAM,Independent,3091
Andhra Pradesh,Nizamabad,S. CHANDRAIAH,Independent,2817
Andhra Pradesh,Nizamabad,RAPELLY SRINIVAS,Aam Aadmi Party,2621
Andhra Pradesh,Nizamabad,KOTAPATI NARSIMHAM NAIDU,Independent,2462
Andhra Pradesh,Nizamabad,SAGAR SUDDALA,Bahujan Mukti Party,1978
Andhra Pradesh,Nizamabad,ABDUL KAREEM KHAN (BABU),Independent,1601
Andhra Pradesh,Nizamabad,None of the Above,None of the Above,7266
Andhra Pradesh,Ongole,Y.V.SUBBA REDDY,Yuvajana Sramika Rythu Congress Party,589960
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,574302
Andhra Pradesh,Ongole,DARISI PAVAN KUMAR,Indian National Congress,13357
Andhra Pradesh,Ongole,KRISHNA RAO VEMULA,Bahujan Samaj Party,5863
Andhra Pradesh,Ongole,S.S.N.RAJA YADAV,Aam Aadmi Party,4299
Andhra Pradesh,Ongole,GOLLAPALLI KISHORE KUMAR REDDY,Jai Samaikyandhra Party,3724
Andhra Pradesh,Ongole,KAVURI VENUBABU NAIDU,Independent,3207
Andhra Pradesh,Ongole,RADHAKRISHNA SOMISETTY,Independent,1936
Andhra Pradesh,Ongole,PAMMI VENKA REDDY,Pyramid Party of India,1387
Andhra Pradesh,Ongole,BELLAMKONDA VENKATRAO,Independent,1001
Andhra Pradesh,Ongole,CHAPALA VENKATA RAO,Independent,880
Andhra Pradesh,Ongole,KIRAN DASARANNA MATTEGUNTA,Independent,755
Andhra Pradesh,Ongole,B. BALAJEE RAO,Independent,657
Andhra Pradesh,Ongole,PIDAPARTHI MADHUSUDHANA REDDY,Independent,624
Andhra Pradesh,Ongole,DAMA MOHAN RAO,Independent,492
Andhra Pradesh,Ongole,None of the Above,None of the Above,5781
Andhra Pradesh,Peddapalle,BALKA SUMAN,Telangana Rashtra Samithi,565496
Andhra Pradesh,Peddapalle,G. VIVEKANAND,Indian National Congress,274338
Andhra Pradesh,Peddapalle,DR.JANAPATI SARAT BABU,Telugu Desam,63334
Andhra Pradesh,Peddapalle,VELTHURU MALLAIAH,Republican Paksha (Khoripa),45977
Andhra Pradesh,Peddapalle,TAGARAM SHANKAR LAL,Bahujan Samaj Party,9449
Andhra Pradesh,Peddapalle,KALVALA SHANKAR,Pyramid Party of India,9290
Andhra Pradesh,Peddapalle,JINNA RAMADEVI,Independent,9199
Andhra Pradesh,Peddapalle,KALVALA SANJEEV,Republican Party of India,8609
Andhra Pradesh,Peddapalle,BUPELLI NARAYANA,Independent,7258
Andhra Pradesh,Peddapalle,VENKATA SWAMY INJAM,Mahajana Socialist Party,3866
Andhra Pradesh,Peddapalle,THALLAPALLI SRINIVAS,Independent,3699
Andhra Pradesh,Peddapalle,GADDALA VINAY KUMAR,Independent,3266
Andhra Pradesh,Peddapalle,J.V. RAJU,New India Party,3020
Andhra Pradesh,Peddapalle,KAMILLA JAYA RAO,Independent,2742
Andhra Pradesh,Peddapalle,MOUTAM RAVINDER,Independent,2674
Andhra Pradesh,Peddapalle,GORRE RAMESH,Independent,2361
Andhra Pradesh,Peddapalle,BOTHA VENKATA MALLAIAH,B. C. United Front,2245
Andhra Pradesh,Peddapalle,None of the Above,None of the Above,5361
Andhra Pradesh,Rajahmundry,MURALI MOHAN MAGANTI,Telugu Desam,630573
Andhra Pradesh,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party,463139
Andhra Pradesh,Rajahmundry,DURGESH KANDULA,Indian National Congress,21243
Andhra Pradesh,Rajahmundry,MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party,11718
Andhra Pradesh,Rajahmundry,MARRE BABJI,Bahujan Samaj Party,6079
Andhra Pradesh,Rajahmundry,KOLLABATHULA RICHMOND CAREY,Gareeb Aadmi Party,5481
Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,Independent,1390
Andhra Pradesh,Rajahmundry,CHEEKATLA VENKATESWARA RAO,Independent,1356
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1329
Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,Independent,1282
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Rashtriya Praja Congress (Secular),991
Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),Independent,989
Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,Independent,765
Andhra Pradesh,Rajahmundry,ANNAMDEVULA DHARMA RAO,Independent,590
Andhra Pradesh,Rajahmundry,None of the Above,None of the Above,7456
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,601752
Andhra Pradesh,Rajampet,D. PURANDESWARI,Bharatiya Janata Party,426990
Andhra Pradesh,Rajampet,G.MUJEEB HUSSAIN,Jai Samaikyandhra Party,59777
Andhra Pradesh,Rajampet,ANNAYYAGARI SAI PRATHAP,Indian National Congress,29332
Andhra Pradesh,Rajampet,S NARENDRA BABU,Mahajana Socialist Party,15086
Andhra Pradesh,Rajampet,VENKATA SUBBAIAH NALLUGARI,Bahujan Samaj Party,8189
Andhra Pradesh,Rajampet,N. DEVA,Hindustan Janta Party,3896
Andhra Pradesh,Rajampet,V PATTABHI,Independent,3549
Andhra Pradesh,Rajampet,SHAIK JEELANI SAHEB,Independent,2630
Andhra Pradesh,Rajampet,None of the Above,None of the Above,7116
Andhra Pradesh,Secundrabad,BANDARU DATTATREYA,Bharatiya Janata Party,438271
Andhra Pradesh,Secundrabad,M.ANJAN KUMAR YADAV,Indian National Congress,183536
Andhra Pradesh,Secundrabad,NARLA MOHAN RAO,All India Majlis-E-Ittehadul Muslimeen,145120
Andhra Pradesh,Secundrabad,T.BHEEMSEN,Telangana Rashtra Samithi,143847
Andhra Pradesh,Secundrabad,SYED SAJID ALI,Yuvajana Sramika Rythu Congress Party,45187
Andhra Pradesh,Secundrabad,CHAYA RATAN MUSINIPALLY,Aam Aadmi Party,11184
Andhra Pradesh,Secundrabad,K. SRINIVASULU,Jai Samaikyandhra Party,3691
Andhra Pradesh,Secundrabad,KHAJA KHALID ANWAR,Bahujan Samaj Party,2863
Andhra Pradesh,Secundrabad,K.SAI KRISHNA MOHAN RAO,Indian Christian Secular Party,2603
Andhra Pradesh,Secundrabad,B.SUBRAMANYAM,Independent,2481
Andhra Pradesh,Secundrabad,SONU SARSAL VALMIKI,Telangana Communist Party of India,2311
Andhra Pradesh,Secundrabad,J.RAMULU,Revolutionary Socialist Party,2058
Andhra Pradesh,Secundrabad,B.DEEPAK KUMAR,Republican Party of India (Khobragade),1813
Andhra Pradesh,Secundrabad,RAGHU DESHABOINA,Bahujan Mukti Party,1496
Andhra Pradesh,Secundrabad,AVULA RANGANAYAKULU,Independent,1144
Andhra Pradesh,Secundrabad,KLHAJA SIRAJUDDIN AZAZ,Majlis Markaz-e-Siyasee Party,959
Andhra Pradesh,Secundrabad,DR.N.S.UDAY KUMAR,Prem Janata Dal,928
Andhra Pradesh,Secundrabad,S. LAKSHMAN RAO,Independent,886
Andhra Pradesh,Secundrabad,DR.MALATHI LATHA EPPA,Jantantra Party,873
Andhra Pradesh,Secundrabad,ABDUS SATTAR MUJAHED,Akhil Bharatiya Muslim League (Secular),809
Andhra Pradesh,Secundrabad,MOHD IMTIAZ HUSSAIN,Indian Union Muslim League,786
Andhra Pradesh,Secundrabad,ANANTH RAO GUNDEPALLY,Independent,779
Andhra Pradesh,Secundrabad,SHAKTHI SATYAVATHI,Pyramid Party of India,638
Andhra Pradesh,Secundrabad,CH. MURAHARI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),554
Andhra Pradesh,Secundrabad,KUMAR CHOWDARY YADAV.G,Samaikyandhra Parirakshana Samithi,547
Andhra Pradesh,Secundrabad,KARANKOTE NARENDER,All India Forward Bloc,474
Andhra Pradesh,Secundrabad,SYED MADANI QUADRI,Independent,376
Andhra Pradesh,Secundrabad,MOHAMMED RIZWAN HUSSAIN,Independent,370
Andhra Pradesh,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,Independent,322
Andhra Pradesh,Secundrabad,MICHAEL DANIEL OVELZ,Independent,291
Andhra Pradesh,Secundrabad,None of the Above,None of the Above,6572
Andhra Pradesh,Srikakulam,RAMMOHAN NAIDU KINJARAPU,Telugu Desam,556163
Andhra Pradesh,Srikakulam,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,428591
Andhra Pradesh,Srikakulam,KILLI KRUPARANI,Indian National Congress,24163
Andhra Pradesh,Srikakulam,PAIDI RAJA RAO,Jai Samaikyandhra Party,11422
Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,Bahujan Samaj Party,8047
Andhra Pradesh,Srikakulam,VASUDEVA RAO BODDU,Communist Party of India (Marxist-Leninist) (Liberation),5131
Andhra Pradesh,Srikakulam,KADIYAM JAYALAKSHMI,Pyramid Party of India,5021
Andhra Pradesh,Srikakulam,JAIDEV INJARAPU,Aam Aadmi Party,2557
Andhra Pradesh,Srikakulam,TOTA TEJESWARA RAO,Independent,2144
Andhra Pradesh,Srikakulam,KINJARAPU TEJESWARA RAO,Independent,2074
Andhra Pradesh,Srikakulam,None of the Above,None of the Above,6133
Andhra Pradesh,Tirupati,VARAPRASAD RAO VELAGAPALLI,Yuvajana Sramika Rythu Congress Party,580376
Andhra Pradesh,Tirupati,KARUMANCHI JAYARAM,Bharatiya Janata Party,542951
Andhra Pradesh,Tirupati,CHINTA MOHAN,Indian National Congress,33333
Andhra Pradesh,Tirupati,KOTHAPALLI SUBRAMANYAM,Communist Party of India (Marxist),11168
Andhra Pradesh,Tirupati,M SOLMON,Andhra Rastra Praja Samithi,9816
Andhra Pradesh,Tirupati,NEERUGUTTA NAGESWARA,Aam Aadmi Party,7280
Andhra Pradesh,Tirupati,"DR. U RAMACHANDRA, M.B.B.S",Bahujan Samaj Party,6036
Andhra Pradesh,Tirupati,DEGALA SURYA NARAYANA,Pyramid Party of India,2876
Andhra Pradesh,Tirupati,KALAVAPALLI SAHADEVAIAH,Independent,2510
Andhra Pradesh,Tirupati,NUNE VENGAIAH,Independent,1829
Andhra Pradesh,Tirupati,K.S. MUNIRATHNAM,Independent,1696
Andhra Pradesh,Tirupati,SONGA RATNAMMA,Independent,1645
Andhra Pradesh,Tirupati,KATTAMANCHI PRABHAKAR,Independent,1455
Andhra Pradesh,Tirupati,THYDULA SUBBARAMAIAH,Independent,1403
Andhra Pradesh,Tirupati,None of the Above,None of the Above,8690
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS,Telugu Desam,592696
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Yuvajana Sramika Rythu Congress Party,517834
Andhra Pradesh,Vijayawada,AVINASH DEVINENI,Indian National Congress,39751
Andhra Pradesh,Vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),Welfare Party Of India,7538
Andhra Pradesh,Vijayawada,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party,5296
Andhra Pradesh,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,Bahujan Samaj Party,3579
Andhra Pradesh,Vijayawada,HAR MOHINDER SINGH SAHANI,Aam Aadmi Party,3088
Andhra Pradesh,Vijayawada,M.PHANI PRAKASH,Independent,2809
Andhra Pradesh,Vijayawada,RAJA KUMARI GUNDAPANENI,Pyramid Party of India,2570
Andhra Pradesh,Vijayawada,TATINENI SRINIVASA RAO,Independent,2456
Andhra Pradesh,Vijayawada,DASARI VENKATA NAGESH,Independent,1873
Andhra Pradesh,Vijayawada,SURAPANENI SARATBABU,Independent,1521
Andhra Pradesh,Vijayawada,YARAM KATAM RAJU,Independent,1402
Andhra Pradesh,Vijayawada,ALTAF ALI MOHAMED,Independent,1167
Andhra Pradesh,Vijayawada,KONERU RAMACHANDRA PRASAD,Independent,1096
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Independent,1014
Andhra Pradesh,Vijayawada,CHATRAGADDA PRATAP,Independent,950
Andhra Pradesh,Vijayawada,SUNKARA KRISHNA MURTHY,Andhra Rastra Praja Samithi,803
Andhra Pradesh,Vijayawada,V.R.K.MURTHY.,Independent,748
Andhra Pradesh,Vijayawada,BOLISETTY HARIBABU,Independent,667
Andhra Pradesh,Vijayawada,AHMED ANSARI SYED,Independent,504
Andhra Pradesh,Vijayawada,P.V. KRISHNAIAH,Independent,423
Andhra Pradesh,Vijayawada,None of the Above,None of the Above,5290
Andhra Pradesh,Visakhapatnam,KAMBHAMPATI HARI BABU,Bharatiya Janata Party,566832
Andhra Pradesh,Visakhapatnam,Y.S VIJAYAMMA,Yuvajana Sramika Rythu Congress Party,476344
Andhra Pradesh,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),Indian National Congress,50632
Andhra Pradesh,Visakhapatnam,IMANDI VENKATA KURMARAO,Bahujan Samaj Party,14947
Andhra Pradesh,Visakhapatnam,SABBAM HARI,Jai Samaikyandhra Party,6644
Andhra Pradesh,Visakhapatnam,KUNA RAMAM,Aam Aadmi Party,6175
Andhra Pradesh,Visakhapatnam,TANUKU DIVAKAR,Independent,5418
Andhra Pradesh,Visakhapatnam,JT RAMARAO,Samaikyandhra Parirakshana Samithi,4323
Andhra Pradesh,Visakhapatnam,DADI JYOTHI BHAVANI,Pyramid Party of India,2717
Andhra Pradesh,Visakhapatnam,DURGAPRASAD GUNTU,Independent,2611
Andhra Pradesh,Visakhapatnam,NAGENDRA SAIRAM,Independent,2377
Andhra Pradesh,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,Independent,1927
Andhra Pradesh,Visakhapatnam,Dr.BHAVANI SANKAR SASTRY.A,Indian Christian Secular Party,1910
Andhra Pradesh,Visakhapatnam,KUTIKUPPALA SURYA RAO,Independent,1889
Andhra Pradesh,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),Independent,1759
Andhra Pradesh,Visakhapatnam,UMAMAHESWARARAO ARETI,Independent,1751
Andhra Pradesh,Visakhapatnam,CHALAPATHIRAO RONANKI,Independent,1594
Andhra Pradesh,Visakhapatnam,J. PADMAJA,Independent,1540
Andhra Pradesh,Visakhapatnam,SREENADH REDDY,Independent,1379
Andhra Pradesh,Visakhapatnam,CHANDRASEKHAR BUDDA,Independent,1348
Andhra Pradesh,Visakhapatnam,GEDELA KRISHNARAO,Independent,1118
Andhra Pradesh,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,Independent,994
Andhra Pradesh,Visakhapatnam,None of the Above,None of the Above,7329
Andhra Pradesh,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,Telugu Desam,536549
Andhra Pradesh,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,Yuvajana Sramika Rythu Congress Party,429638
Andhra Pradesh,Vizianagaram,JHANSI LAKSHMI BOTCHA,Indian National Congress,122487
Andhra Pradesh,Vizianagaram,PRASADA RAO NANDA,Pyramid Party of India,6401
Andhra Pradesh,Vizianagaram,YELLA RAO SIYYADULA,Independent,5125
Andhra Pradesh,Vizianagaram,BONU KRISHNA,Bahujan Samaj Party,4092
Andhra Pradesh,Vizianagaram,HARIKISHAN KUPPILI,Independent,3603
Andhra Pradesh,Vizianagaram,TADIVAKA RAMESH NAIDU,Jai Samaikyandhra Party,3388
Andhra Pradesh,Vizianagaram,NARU SIMHADRI NAIDU,Aam Aadmi Party,2505
Andhra Pradesh,Vizianagaram,None of the Above,None of the Above,6528
Andhra Pradesh,Warangal,KADIYAM SRIHARI,Telangana Rashtra Samithi,661639
Andhra Pradesh,Warangal,RAJAIAH SIRICILLA,Indian National Congress,269065
Andhra Pradesh,Warangal,PARAMESHWAR RAMAGALLA,Bharatiya Janata Party,187139
Andhra Pradesh,Warangal,GANNARAPU SURENDER,Bahujan Samaj Party,9536
Andhra Pradesh,Warangal,CHILUVERU PRATHAP,Independent,9178
Andhra Pradesh,Warangal,THUPPARI NARASIMHA SWAMY,Pyramid Party of India,7350
Andhra Pradesh,Warangal,CHINTHA SWAMY,Aam Aadmi Party,5569
Andhra Pradesh,Warangal,JANNU MAHENDAR,Independent,3211
